business_name,phone,email,website,about_blurb,country_code,city,source_url,last_scraped_at
Lulu Hypermarket,,,https://www.luluhypermarket.com/,,AE,Sharjah,https://www.luluhypermarket.com/?city=Sharjah&country=AE&utm_source=mealdeals_scraper,2026-08-07T20:58:09.547711+00:00
Lulu Hypermarket,,,https://www.luluhypermarket.com/,,AE,Abu Dhabi,https://www.luluhypermarket.com/?city=Abu+Dhabi&country=AE&utm_source=mealdeals_scraper,2026-08-07T20:58:09.528927+00:00
Marriott Hotels,,,https://www.marriott.com/en-ae/offers.mi,,AE,Dubai,https://www.marriott.com/en-ae/offers.mi?city=Dubai&country=AE&utm_source=mealdeals_scraper,2026-08-07T20:58:09.509838+00:00
Marriott Hotels,,,https://www.marriott.com/en-ae/offers.mi,,AE,Sharjah,https://www.marriott.com/en-ae/offers.mi?city=Sharjah&country=AE&utm_source=mealdeals_scraper,2026-08-07T20:58:09.548155+00:00
Marriott Hotels,,,https://www.marriott.com/en-ae/offers.mi,,AE,Abu Dhabi,https://www.marriott.com/en-ae/offers.mi?city=Abu+Dhabi&country=AE&utm_source=mealdeals_scraper,2026-08-07T20:58:09.529378+00:00
Riva Beach Bar,,,https://www.rivabeachbar.com/,,AE,Dubai,https://www.rivabeachbar.com/?city=Dubai&country=AE&utm_source=mealdeals_scraper,2026-08-07T20:58:09.510993+00:00
Riva Beach Bar,,,https://www.rivabeachbar.com/,,AE,Abu Dhabi,https://www.rivabeachbar.com/?city=Abu+Dhabi&country=AE&utm_source=mealdeals_scraper,2026-08-07T20:58:09.530412+00:00
Riva Beach Bar,,,https://www.rivabeachbar.com/,,AE,Sharjah,https://www.rivabeachbar.com/?city=Sharjah&country=AE&utm_source=mealdeals_scraper,2026-08-07T20:58:09.549064+00:00
Starbucks Coffee,,,https://www.starbucks.ae/,,AE,Abu Dhabi,https://www.starbucks.ae/?city=Abu+Dhabi&country=AE&utm_source=mealdeals_scraper,2026-08-07T20:58:09.530861+00:00
Starbucks Coffee,,,https://www.starbucks.ae/,,AE,Sharjah,https://www.starbucks.ae/?city=Sharjah&country=AE&utm_source=mealdeals_scraper,2026-08-07T20:58:09.549488+00:00
Starbucks Coffee,,,https://www.starbucks.ae/,,AE,Dubai,https://www.starbucks.ae/?city=Dubai&country=AE&utm_source=mealdeals_scraper,2026-08-07T20:58:09.511555+00:00
Epicurean,,,https://www.epicureanantigua.com/,,AG,St Johns,https://www.epicureanantigua.com/?city=St+Johns&country=AG&utm_source=mealdeals_scraper,2026-08-07T20:58:09.578132+00:00
Food City Antigua,,,https://www.foodcityantigua.com/,,AG,St Johns,https://www.foodcityantigua.com/?city=St+Johns&country=AG&utm_source=mealdeals_scraper,2026-08-07T20:58:09.579001+00:00
Hilton Hotels,+1-855-672-1138,,https://www.hilton.com/,"Take advantage of hotel offers, unique promotions, and exclusive online specials directly from Hilton Portfolio.",AG,St Johns,https://www.hilton.com/en/offers/?city=St+Johns&country=AG&utm_source=mealdeals_scraper,2026-08-07T20:58:09.580455+00:00
Ibis Hotel,,,https://all.accor.com/hotel/ibis/index.en.shtml,,AG,St Johns,https://all.accor.com/hotel/ibis/index.en.shtml?city=St+Johns&country=AG&utm_source=mealdeals_scraper,2026-08-07T20:58:09.581325+00:00
Marriott Hotels,,,https://www.marriott.com/,Make the most of your next stay with hotel deals and promotional travel discounts from Marriott Bonvoy.,AG,St Johns,https://www.marriott.com/offers.mi?city=St+Johns&country=AG&utm_source=mealdeals_scraper,2026-08-07T20:58:09.579819+00:00
Rum Bar,,,https://www.tripadvisor.com/Restaurants,,AG,St Johns,https://www.tripadvisor.com/Restaurants?city=St+Johns&country=AG&utm_source=mealdeals_scraper,2026-08-07T20:58:09.584699+00:00
Sandals Resort,,,https://www.sandals.com/specials/,,AG,St Johns,https://www.sandals.com/specials/?city=St+Johns&country=AG&utm_source=mealdeals_scraper,2026-08-07T20:58:09.584090+00:00
Starbucks Coffee,,,https://www.starbucks.com/,,AG,St Johns,https://www.starbucks.com/menu?city=St+Johns&country=AG&utm_source=mealdeals_scraper,2026-08-07T20:58:09.582322+00:00
Carrefour Argentina,,,https://www.carrefour.com.ar/,"Comprá online con las mejores ofertas, promociones y descuentos en supermercados todas las semanas. Envíos a domicilio dentro de las 24 horas.",AR,Cordoba,https://www.carrefour.com.ar/?city=Cordoba&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.645593+00:00
Carrefour Argentina,,,https://www.carrefour.com.ar/,"Comprá online con las mejores ofertas, promociones y descuentos en supermercados todas las semanas. Envíos a domicilio dentro de las 24 horas.",AR,Rosario,https://www.carrefour.com.ar/?city=Rosario&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.707675+00:00
Carrefour Argentina,,,https://www.carrefour.com.ar/,"Comprá online con las mejores ofertas, promociones y descuentos en supermercados todas las semanas. Envíos a domicilio dentro de las 24 horas.",AR,Buenos Aires,https://www.carrefour.com.ar/?city=Buenos+Aires&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.614411+00:00
Carrefour Argentina,,,https://www.carrefour.com.ar/,"Comprá online con las mejores ofertas, promociones y descuentos en supermercados todas las semanas. Envíos a domicilio dentro de las 24 horas.",AR,Mendoza,https://www.carrefour.com.ar/?city=Mendoza&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.677181+00:00
Catena Zapata Winery,,,https://www.catenazapata.com/,Nicolás Catena Zapata planted the Adrianna vineyard in Gualtallary with a single goal in mind: to find the coolest location for growing vines in Mendoza.,AR,Mendoza,https://www.catenazapata.com/?city=Mendoza&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.681206+00:00
Catena Zapata Winery,,,https://www.catenazapata.com/,Nicolás Catena Zapata planted the Adrianna vineyard in Gualtallary with a single goal in mind: to find the coolest location for growing vines in Mendoza.,AR,Rosario,https://www.catenazapata.com/?city=Rosario&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.712041+00:00
Catena Zapata Winery,,,https://www.catenazapata.com/,Nicolás Catena Zapata planted the Adrianna vineyard in Gualtallary with a single goal in mind: to find the coolest location for growing vines in Mendoza.,AR,Buenos Aires,https://www.catenazapata.com/?city=Buenos+Aires&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.618599+00:00
Catena Zapata Winery,,,https://www.catenazapata.com/,Nicolás Catena Zapata planted the Adrianna vineyard in Gualtallary with a single goal in mind: to find the coolest location for growing vines in Mendoza.,AR,Cordoba,https://www.catenazapata.com/?city=Cordoba&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.649879+00:00
Chili's Restaurant,,,https://www.chilis.com/,"Order online from Chili's Grill & Bar for pickup or delivery. Enjoy fresh burgers, fajitas, ribs, and famous margaritas. Find a location near you today!",AR,Mendoza,https://www.chilis.com/menu?city=Mendoza&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.680823+00:00
Chili's Restaurant,,,https://www.chilis.com/,"Order online from Chili's Grill & Bar for pickup or delivery. Enjoy fresh burgers, fajitas, ribs, and famous margaritas. Find a location near you today!",AR,Cordoba,https://www.chilis.com/menu?city=Cordoba&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.649457+00:00
Chili's Restaurant,,,https://www.chilis.com/,"Order online from Chili's Grill & Bar for pickup or delivery. Enjoy fresh burgers, fajitas, ribs, and famous margaritas. Find a location near you today!",AR,Buenos Aires,https://www.chilis.com/menu?city=Buenos+Aires&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.618202+00:00
Chili's Restaurant,,,https://www.chilis.com/,"Order online from Chili's Grill & Bar for pickup or delivery. Enjoy fresh burgers, fajitas, ribs, and famous margaritas. Find a location near you today!",AR,Rosario,https://www.chilis.com/menu?city=Rosario&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.711615+00:00
Hilton Hotels,+1-855-672-1138,,https://www.hilton.com/,"Take advantage of hotel offers, unique promotions, and exclusive online specials directly from Hilton Portfolio.",AR,Mendoza,https://www.hilton.com/en/offers/?city=Mendoza&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.678752+00:00
Hilton Hotels,+1-855-672-1138,,https://www.hilton.com/,"Take advantage of hotel offers, unique promotions, and exclusive online specials directly from Hilton Portfolio.",AR,Rosario,https://www.hilton.com/en/offers/?city=Rosario&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.709438+00:00
Hilton Hotels,+1-855-672-1138,,https://www.hilton.com/,"Take advantage of hotel offers, unique promotions, and exclusive online specials directly from Hilton Portfolio.",AR,Cordoba,https://www.hilton.com/en/offers/?city=Cordoba&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.647291+00:00
Hilton Hotels,+1-855-672-1138,,https://www.hilton.com/,"Take advantage of hotel offers, unique promotions, and exclusive online specials directly from Hilton Portfolio.",AR,Buenos Aires,https://www.hilton.com/en/offers/?city=Buenos+Aires&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.616065+00:00
Holiday Inn Hotel,,,https://www.ihg.com/holidayinn/hotels/us/en/reservation,,AR,Cordoba,https://www.ihg.com/holidayinn/hotels/us/en/reservation?city=Cordoba&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.649063+00:00
Holiday Inn Hotel,,,https://www.ihg.com/holidayinn/hotels/us/en/reservation,,AR,Buenos Aires,https://www.ihg.com/holidayinn/hotels/us/en/reservation?city=Buenos+Aires&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.617776+00:00
Holiday Inn Hotel,,,https://www.ihg.com/holidayinn/hotels/us/en/reservation,,AR,Mendoza,https://www.ihg.com/holidayinn/hotels/us/en/reservation?city=Mendoza&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.680419+00:00
Holiday Inn Hotel,,,https://www.ihg.com/holidayinn/hotels/us/en/reservation,,AR,Rosario,https://www.ihg.com/holidayinn/hotels/us/en/reservation?city=Rosario&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.711216+00:00
Ibis Hotel,,,https://all.accor.com/hotel/ibis/index.en.shtml,,AR,Rosario,https://all.accor.com/hotel/ibis/index.en.shtml?city=Rosario&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.709933+00:00
Ibis Hotel,,,https://all.accor.com/hotel/ibis/index.en.shtml,,AR,Mendoza,https://all.accor.com/hotel/ibis/index.en.shtml?city=Mendoza&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.679197+00:00
Ibis Hotel,,,https://all.accor.com/hotel/ibis/index.en.shtml,,AR,Buenos Aires,https://all.accor.com/hotel/ibis/index.en.shtml?city=Buenos+Aires&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.616508+00:00
Ibis Hotel,,,https://all.accor.com/hotel/ibis/index.en.shtml,,AR,Cordoba,https://all.accor.com/hotel/ibis/index.en.shtml?city=Cordoba&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.647740+00:00
Local Pub & Grill,,,https://www.tripadvisor.com/Restaurants,,AR,Buenos Aires,https://www.tripadvisor.com/Restaurants?city=Buenos+Aires&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.617349+00:00
Local Pub & Grill,,,https://www.tripadvisor.com/Restaurants,,AR,Mendoza,https://www.tripadvisor.com/Restaurants?city=Mendoza&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.680031+00:00
Local Pub & Grill,,,https://www.tripadvisor.com/Restaurants,,AR,Rosario,https://www.tripadvisor.com/Restaurants?city=Rosario&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.710800+00:00
Local Pub & Grill,,,https://www.tripadvisor.com/Restaurants,,AR,Cordoba,https://www.tripadvisor.com/Restaurants?city=Cordoba&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.648635+00:00
Luigi Bosca Wine Estate,,,https://www.luigibosca.com/,,AR,Mendoza,https://www.luigibosca.com/?city=Mendoza&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.681588+00:00
Luigi Bosca Wine Estate,,,https://www.luigibosca.com/,,AR,Rosario,https://www.luigibosca.com/?city=Rosario&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.712433+00:00
Luigi Bosca Wine Estate,,,https://www.luigibosca.com/,,AR,Cordoba,https://www.luigibosca.com/?city=Cordoba&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.650278+00:00
Luigi Bosca Wine Estate,,,https://www.luigibosca.com/,,AR,Buenos Aires,https://www.luigibosca.com/?city=Buenos+Aires&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.618996+00:00
Marriott Hotels,,,https://www.marriott.com/,Make the most of your next stay with hotel deals and promotional travel discounts from Marriott Bonvoy.,AR,Cordoba,https://www.marriott.com/offers.mi?city=Cordoba&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.646834+00:00
Marriott Hotels,,,https://www.marriott.com/,Make the most of your next stay with hotel deals and promotional travel discounts from Marriott Bonvoy.,AR,Rosario,https://www.marriott.com/offers.mi?city=Rosario&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.708901+00:00
Marriott Hotels,,,https://www.marriott.com/,Make the most of your next stay with hotel deals and promotional travel discounts from Marriott Bonvoy.,AR,Mendoza,https://www.marriott.com/offers.mi?city=Mendoza&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.678300+00:00
Marriott Hotels,,,https://www.marriott.com/,Make the most of your next stay with hotel deals and promotional travel discounts from Marriott Bonvoy.,AR,Buenos Aires,https://www.marriott.com/offers.mi?city=Buenos+Aires&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.615610+00:00
Mostaza,,,https://www.mostazaweb.com.ar/,"Mostaza, cada vez más grandes. Cuenta con más de 140 sucursales en todo el país y 20 años de trayectoria.",AR,Rosario,https://www.mostazaweb.com.ar/?city=Rosario&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.708314+00:00
Mostaza,,,https://www.mostazaweb.com.ar/,"Mostaza, cada vez más grandes. Cuenta con más de 140 sucursales en todo el país y 20 años de trayectoria.",AR,Cordoba,https://www.mostazaweb.com.ar/?city=Cordoba&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.646277+00:00
Mostaza,,,https://www.mostazaweb.com.ar/,"Mostaza, cada vez más grandes. Cuenta con más de 140 sucursales en todo el país y 20 años de trayectoria.",AR,Buenos Aires,https://www.mostazaweb.com.ar/?city=Buenos+Aires&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.615138+00:00
Mostaza,,,https://www.mostazaweb.com.ar/,"Mostaza, cada vez más grandes. Cuenta con más de 140 sucursales en todo el país y 20 años de trayectoria.",AR,Mendoza,https://www.mostazaweb.com.ar/?city=Mendoza&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.677827+00:00
Norton Winery,,,https://www.norton.com.ar/,,AR,Buenos Aires,https://www.norton.com.ar/?city=Buenos+Aires&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.619380+00:00
Norton Winery,,,https://www.norton.com.ar/,,AR,Rosario,https://www.norton.com.ar/?city=Rosario&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.712856+00:00
Norton Winery,,,https://www.norton.com.ar/,,AR,Mendoza,https://www.norton.com.ar/?city=Mendoza&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.682006+00:00
Norton Winery,,,https://www.norton.com.ar/,,AR,Cordoba,https://www.norton.com.ar/?city=Cordoba&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.650712+00:00
Starbucks Coffee,,,https://www.starbucks.com/,,AR,Mendoza,https://www.starbucks.com/menu?city=Mendoza&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.679610+00:00
Starbucks Coffee,,,https://www.starbucks.com/,,AR,Cordoba,https://www.starbucks.com/menu?city=Cordoba&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.648173+00:00
Starbucks Coffee,,,https://www.starbucks.com/,,AR,Buenos Aires,https://www.starbucks.com/menu?city=Buenos+Aires&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.616950+00:00
Starbucks Coffee,,,https://www.starbucks.com/,,AR,Rosario,https://www.starbucks.com/menu?city=Rosario&country=AR&utm_source=mealdeals_scraper,2026-08-07T20:58:09.710370+00:00
Accor Hotels,,,https://all.accor.com/,"Discover exclusive hotel offers, bonus Reward Points, unforgettable experiences and member benefits that elevate every journey with ALL Accor.",AT,Salzburg,https://all.accor.com/a/en/offers.html?city=Salzburg&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.774140+00:00
Accor Hotels,,,https://all.accor.com/,"Discover exclusive hotel offers, bonus Reward Points, unforgettable experiences and member benefits that elevate every journey with ALL Accor.",AT,Innsbruck,https://all.accor.com/a/en/offers.html?city=Innsbruck&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.800366+00:00
Accor Hotels,,,https://all.accor.com/,"Discover exclusive hotel offers, bonus Reward Points, unforgettable experiences and member benefits that elevate every journey with ALL Accor.",AT,Vienna,https://all.accor.com/a/en/offers.html?city=Vienna&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.747822+00:00
Billa,,,https://www.billa.at/,"Entdecken Sie bei BILLA in ca. 1.200 Märkten und im Online Shop beste Lebensmittel. Aktionen, Services, regionale Produkte und die Zutaten für ein volleres Leben.",AT,Vienna,https://www.billa.at/?city=Vienna&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.743605+00:00
Billa,,,https://www.billa.at/,"Entdecken Sie bei BILLA in ca. 1.200 Märkten und im Online Shop beste Lebensmittel. Aktionen, Services, regionale Produkte und die Zutaten für ein volleres Leben.",AT,Salzburg,https://www.billa.at/?city=Salzburg&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.770350+00:00
Billa,,,https://www.billa.at/,"Entdecken Sie bei BILLA in ca. 1.200 Märkten und im Online Shop beste Lebensmittel. Aktionen, Services, regionale Produkte und die Zutaten für ein volleres Leben.",AT,Innsbruck,https://www.billa.at/?city=Innsbruck&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.795894+00:00
Hard Rock Cafe,+1-800-201-1949,,https://cafe.hardrock.com/,"Welcome to Hard Rock Cafe, our music themed restaurant, serving up Legendary burgers and more.",AT,Innsbruck,https://www.hardrockcafe.com/?city=Innsbruck&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.800830+00:00
Hard Rock Cafe,+1-800-201-1949,,https://cafe.hardrock.com/,"Welcome to Hard Rock Cafe, our music themed restaurant, serving up Legendary burgers and more.",AT,Salzburg,https://www.hardrockcafe.com/?city=Salzburg&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.774546+00:00
Hard Rock Cafe,+1-800-201-1949,,https://cafe.hardrock.com/,"Welcome to Hard Rock Cafe, our music themed restaurant, serving up Legendary burgers and more.",AT,Vienna,https://www.hardrockcafe.com/?city=Vienna&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.748280+00:00
Hilton Hotels,+1-855-672-1138,,https://www.hilton.com/,"Take advantage of hotel offers, unique promotions, and exclusive online specials directly from Hilton Portfolio.",AT,Salzburg,https://www.hilton.com/en/offers/?city=Salzburg&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.772204+00:00
Hilton Hotels,+1-855-672-1138,,https://www.hilton.com/,"Take advantage of hotel offers, unique promotions, and exclusive online specials directly from Hilton Portfolio.",AT,Vienna,https://www.hilton.com/en/offers/?city=Vienna&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.745500+00:00
Hilton Hotels,+1-855-672-1138,,https://www.hilton.com/,"Take advantage of hotel offers, unique promotions, and exclusive online specials directly from Hilton Portfolio.",AT,Innsbruck,https://www.hilton.com/en/offers/?city=Innsbruck&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.798235+00:00
Ibis Hotel,,,https://all.accor.com/hotel/ibis/index.en.shtml,,AT,Vienna,https://all.accor.com/hotel/ibis/index.en.shtml?city=Vienna&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.746110+00:00
Ibis Hotel,,,https://all.accor.com/hotel/ibis/index.en.shtml,,AT,Innsbruck,https://all.accor.com/hotel/ibis/index.en.shtml?city=Innsbruck&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.798897+00:00
Ibis Hotel,,,https://all.accor.com/hotel/ibis/index.en.shtml,,AT,Salzburg,https://all.accor.com/hotel/ibis/index.en.shtml?city=Salzburg&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.772798+00:00
Local Pub & Grill,,,https://www.tripadvisor.com/Restaurants,,AT,Salzburg,https://www.tripadvisor.com/Restaurants?city=Salzburg&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.773715+00:00
Local Pub & Grill,,,https://www.tripadvisor.com/Restaurants,,AT,Innsbruck,https://www.tripadvisor.com/Restaurants?city=Innsbruck&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.799931+00:00
Local Pub & Grill,,,https://www.tripadvisor.com/Restaurants,,AT,Vienna,https://www.tripadvisor.com/Restaurants?city=Vienna&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.747330+00:00
Marriott Hotels,,,https://www.marriott.com/,Make the most of your next stay with hotel deals and promotional travel discounts from Marriott Bonvoy.,AT,Salzburg,https://www.marriott.com/offers.mi?city=Salzburg&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.771603+00:00
Marriott Hotels,,,https://www.marriott.com/,Make the most of your next stay with hotel deals and promotional travel discounts from Marriott Bonvoy.,AT,Vienna,https://www.marriott.com/offers.mi?city=Vienna&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.744937+00:00
Marriott Hotels,,,https://www.marriott.com/,Make the most of your next stay with hotel deals and promotional travel discounts from Marriott Bonvoy.,AT,Innsbruck,https://www.marriott.com/offers.mi?city=Innsbruck&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.797393+00:00
Spar Austria,,,https://www.spar.at/,,AT,Innsbruck,https://www.spar.at/?city=Innsbruck&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.796765+00:00
Spar Austria,,,https://www.spar.at/,,AT,Vienna,https://www.spar.at/?city=Vienna&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.744305+00:00
Spar Austria,,,https://www.spar.at/,,AT,Salzburg,https://www.spar.at/?city=Salzburg&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.771020+00:00
Starbucks Coffee,,,https://www.starbucks.com/,,AT,Salzburg,https://www.starbucks.com/menu?city=Salzburg&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.773268+00:00
Starbucks Coffee,,,https://www.starbucks.com/,,AT,Vienna,https://www.starbucks.com/menu?city=Vienna&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.746781+00:00
Starbucks Coffee,,,https://www.starbucks.com/,,AT,Innsbruck,https://www.starbucks.com/menu?city=Innsbruck&country=AT&utm_source=mealdeals_scraper,2026-08-07T20:58:09.799447+00:00
Accor Hotels,,,https://all.accor.com/,"Discover exclusive hotel offers, bonus Reward Points, unforgettable experiences and member benefits that elevate every journey with ALL Accor.",AU,Sydney,https://all.accor.com/a/en/offers.html?city=Sydney&country=AU&utm_source=mealdeals_scraper,2026-08-07T20:58:07.663020+00:00
Accor Hotels,,,https://all.accor.com/,"Discover exclusive hotel offers, bonus Reward Points, unforgettable experiences and member benefits that elevate every journey with ALL Accor.",AU,Cairns,https://all.accor.com/a/en/offers.html?city=Cairns&country=AU&utm_source=mealdeals_scraper,2026-08-07T20:58:08.036893+00:00
Accor Hotels,,,https://all.accor.com/,"Discover exclusive hotel offers, bonus Reward Points, unforgettable experiences and member benefits that elevate every journey with ALL Accor.",AU,Canberra,https://all.accor.com/a/en/offers.html?city=Canberra&country=AU&utm_source=mealdeals_scraper,2026-08-07T20:58:07.826202+00:00
Accor Hotels,,,https://all.accor.com/,"Discover exclusive hotel offers, bonus Reward Points, unforgettable experiences and member benefits that elevate every journey with ALL Accor.",AU,Geelong,https://all.accor.com/a/en/offers.html?city=Geelong&country=AU&utm_source=mealdeals_scraper,2026-08-07T20:58:07.991460+00:00
Accor Hotels,,,https://all.accor.com/,"Discover exclusive hotel offers, bonus Reward Points, unforgettable experiences and member benefits that elevate every journey with ALL Accor.",AU,Melbourne,https://all.accor.com/a/en/offers.html?city=Melbourne&country=AU&utm_source=mealdeals_scraper,2026-08-07T20:58:07.695803+00:00
Accor Hotels,,,https://all.accor.com/,"Discover exclusive hotel offers, bonus Reward Points, unforgettable experiences and member benefits that elevate every journey with ALL Accor.",AU,Hobart,https://all.accor.com/a/en/offers.html?city=Hobart&country=AU&utm_source=mealdeals_scraper,2026-08-07T20:58:07.859399+00:00
Accor Hotels,,,https://all.accor.com/,"Discover exclusive hotel offers, bonus Reward Points, unforgettable experiences and member benefits that elevate every journey with ALL Accor.",AU,Darwin,https://all.accor.com/a/en/offers.html?city=Darwin&country=AU&utm_source=mealdeals_scraper,2026-08-07T20:58:08.085073+00:00
